ID da Aprovacao,Tipo de Solicitacao,Solicitante,Aprovador,Acao Realizada,Justificativa,Data/Hora,Status
"04ae0af9...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"3a5d1c89...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"0c592486...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"0ce26b62...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"98883a38...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"fd5769df...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"2e0433a3...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"63a89748...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"9596ce5a...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"043a7cb4...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"60f13cbc...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"8bd2e9f5...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"6c145541...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"2b99bd4b...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"885840b3...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"64ed5bc5...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"817e0a7c...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"0505cfdc...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"7717944c...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"d59680a8...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"d153e41f...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"c10173ee...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"0f363607...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"b53c183a...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"2cc112aa...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"0ad0f85f...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"6a5f7456...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"e55ca3cb...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"3c593498...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"83fb4b80...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"fed2ec52...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"6628d326...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"e41e5991...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"a49ed953...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"63d5faf7...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"9f63c710...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"e4032b86...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"447e7d64...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"997ef4ba...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"1c4739c8...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"bf8336a1...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"d97c1e5d...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"5d02992f...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"4f513eca...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"bf7db40b...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"d44f4fae...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"434794a1...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"2209a0b1...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"205dfae4...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"a115fcb3...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"b19d50c4...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"3c7ec1fd...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"87e25e61...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"27453c67...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"fecdf1ee...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"f6cd8f27...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"38cedd63...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"3fdebdc7...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"faaf705d...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"07525072...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"2a66be0e...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"d2333096...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"d609e919...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"507bf3c6...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 00:54:55","approved"
"e69aa5a0...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"e4cd6906...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
"a668669e...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 00:54:55","rejected"
